elo_home,elo_away,elo_diff,home_wins_5,home_draws_5,home_losses_5,home_goals_scored_5,home_goals_conceded_5,home_wins_10,home_wins_20,away_wins_5,away_draws_5,away_losses_5,away_goals_scored_5,away_goals_conceded_5,away_wins_10,away_wins_20,h2h_home_wins,h2h_draws,h2h_away_wins,h2h_home_goals_avg,h2h_away_goals_avg,is_neutral,tournament_weight,phase_encoded,year,result
1500.0,1500.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,1,0,1885,0
1448.1360960479644,1396.418283047877,51.71781300008775,1,1,3,11.0,19.0,2,5,0,0,5,5.0,34.0,0,0,3,1,0,5.5,1.0,0,5,0,1886,2
1383.634773611287,1512.82715573268,-129.19238212139294,0,0,5,5.0,33.0,0,0,2,2,1,10.0,3.0,5,9,0,0,4,0.25,8.0,0,5,0,1886,0
1373.9688479364074,1642.6184651714789,-268.64961723507145,0,0,5,5.0,31.0,0,0,4,1,0,22.0,5.0,9,18,0,0,2,1.0,6.5,0,5,0,1886,0
1647.8863594569443,1522.4930814075597,125.39327804938488,4,1,0,28.0,7.0,9,18,3,2,0,16.0,3.0,6,10,8,1,1,3.8,1.7,0,5,0,1886,1
1460.919605484554,1527.6833228673695,-66.76371738281546,2,1,2,16.0,15.0,3,6,2,3,0,13.0,4.0,5,10,2,1,4,1.4285714285714286,2.571428571428572,0,5,0,1886,0
1642.6961179971347,1448.767064409135,193.92905358799976,3,2,0,25.0,7.0,8,17,2,1,2,16.0,14.0,3,6,10,0,0,4.8,0.4,0,5,0,1886,2
1490.0,1510.0,-20.0,0,0,1,0.0,1.0,0,0,1,0,0,1.0,0.0,1,1,0,0,1,0.0,1.0,0,1,0,1886,2
1539.8358639427886,1368.7009536509418,171.13491029184684,2,3,0,12.0,5.0,5,10,0,0,5,7.0,34.0,0,0,5,0,0,7.6,0.4,0,5,0,1887,2
1650.096812267636,1360.5447119557805,289.5521003118556,3,2,0,21.0,6.0,8,17,0,0,5,5.0,33.0,0,0,3,0,0,6.666666666666667,1.3333333333333333,0,5,0,1887,2
1547.99210563795,1441.3663701386338,106.6257354993163,3,2,0,18.0,4.0,6,10,2,0,3,16.0,17.0,3,6,5,1,2,2.625,1.375,0,5,0,1887,2
1355.7791567669228,1430.830496132807,-75.05133936588413,0,0,5,4.0,29.0,0,0,2,0,3,15.0,13.0,3,6,0,1,4,0.8,5.4,0,5,0,1887,2
1558.527979643777,1654.8623674564933,-96.3343878127164,4,1,0,21.0,3.0,6,11,4,1,0,24.0,6.0,8,17,1,2,7,1.8,3.6,0,5,0,1887,0
1412.6397451471753,1665.8066826343754,-253.16693748720013,1,0,4,8.0,15.0,2,6,4,1,0,19.0,7.0,8,18,0,0,10,0.5,4.8,0,5,0,1887,0
1547.5836644658948,1406.9735378368548,140.61012662904,3,1,1,17.0,5.0,6,10,0,0,5,3.0,17.0,2,6,6,1,2,2.7777777777777777,1.2222222222222223,0,5,0,1888,2
1397.733095239827,1373.9699077525545,23.76318748727249,0,0,5,3.0,19.0,2,5,1,0,4,8.0,25.0,1,1,4,1,1,4.666666666666667,1.3333333333333333,0,5,0,1888,2
1671.472889944696,1411.708752761575,259.76413718312097,4,1,0,14.0,5.0,8,18,1,0,4,13.0,15.0,3,6,10,0,0,4.8,0.5,0,5,0,1888,2
1676.9666153955286,1556.8241070629226,120.14250833260598,5,0,0,18.0,5.0,8,18,4,0,1,21.0,5.0,6,11,7,2,1,3.6,1.9,0,5,0,1888,0
1359.9942502308063,1656.9769601264727,-296.9827098956662,1,0,4,7.0,30.0,1,1,4,0,1,14.0,9.0,7,17,0,0,4,1.25,6.0,0,5,0,1888,0
1355.3976649364813,1576.8137623319783,-221.4160973954972,1,0,4,7.0,33.0,1,1,4,0,1,23.0,4.0,6,12,0,0,6,0.3333333333333333,7.5,0,5,0,1888,0
1661.573545420798,1499.4249887221547,162.14855669864323,4,0,1,20.0,10.0,8,17,1,0,1,3.0,3.0,1,1,0,0,0,0.0,0.0,0,1,0,1888,2
1583.3680227536836,1406.2150273107422,177.15299544294135,4,0,1,21.0,5.0,7,12,1,0,4,14.0,16.0,3,5,7,1,2,3.0,1.2,0,5,0,1889,2
1591.320161900307,1348.8434045147762,242.47675738553085,4,0,1,21.0,6.0,8,13,1,0,4,8.0,31.0,1,1,7,0,0,7.142857142857143,0.4285714285714285,0,5,0,1889,2
1667.2182455683576,1342.8889416684383,324.32930389991907,4,0,1,21.0,8.0,8,17,1,0,4,8.0,33.0,1,1,5,0,0,6.8,1.4,0,5,0,1889,2
1597.2746247466448,1671.2349587987148,-73.96033405207004,5,0,0,25.0,4.0,8,14,4,0,1,26.0,8.0,8,17,2,2,6,2.2,2.9,0,5,0,1889,0
1398.2628881641187,1683.0892088975766,-284.8263207334578,1,0,4,14.0,16.0,2,4,4,0,1,24.0,9.0,9,17,0,0,10,0.6,4.4,0,5,0,1889,1
1338.8722284380813,1408.3872709689936,-69.5150425309123,0,0,5,4.0,39.0,1,1,1,1,3,14.0,14.0,1,4,1,1,5,1.1428571428571428,5.571428571428571,0,5,0,1889,0
1420.4254825144749,1326.8340168926002,93.59146562187448,2,1,2,16.0,10.0,2,5,0,0,5,5.0,31.0,1,1,6,1,1,5.25,1.125,1,5,0,1890,2
1315.779704910464,1585.420374647783,-269.64066973731906,0,0,5,5.0,26.0,1,1,4,0,1,22.0,6.0,8,13,0,0,8,0.5,7.0,0,5,0,1890,0
1431.4797944966108,1590.6635388792245,-159.18374438261367,2,1,2,10.0,12.0,3,6,4,0,1,26.0,7.0,8,13,2,1,7,1.2,3.2,0,5,0,1890,0
1672.9648260927015,1422.908638740629,250.0561873520728,4,1,0,24.0,4.0,8,16,2,1,2,10.0,10.0,3,6,9,1,0,4.1,0.6,0,5,0,1890,2
1310.536540679023,1678.7137926484168,-368.1772519693941,0,0,5,5.0,30.0,1,1,4,1,0,19.0,2.0,8,16,0,0,6,1.1666666666666667,6.833333333333333,0,5,0,1890,0
1681.9305613990402,1599.2346946352063,82.69586676383392,4,1,0,19.0,3.0,8,16,4,0,1,24.0,7.0,8,14,7,2,1,2.8,1.9,0,5,0,1890,1
1307.3197719283992,1417.159672184914,-109.83990025651474,0,0,5,5.0,28.0,1,1,2,1,2,9.0,11.0,3,5,1,1,7,1.2222222222222223,5.222222222222222,0,5,0,1891,2
1602.739034272346,1397.569421057543,205.1696132148029,3,1,1,21.0,7.0,7,13,2,0,3,11.0,18.0,3,5,7,1,2,3.2,1.1,0,5,0,1891,2
1609.7849313078475,1326.91002305577,282.8749082520774,3,1,1,19.0,7.0,8,14,1,0,4,12.0,23.0,1,2,9,0,0,7.222222222222222,0.5555555555555556,0,5,0,1891,2
1390.523524022041,1678.4262217619007,-287.9026977398594,1,0,4,9.0,21.0,3,5,3,2,0,13.0,4.0,7,15,0,1,9,0.5,4.1,0,5,0,1891,0
1683.2299603074302,1321.988363935821,361.2415963716089,3,2,0,14.0,5.0,7,15,1,0,4,12.0,26.0,1,2,7,0,0,6.428571428571429,1.1428571428571428,0,5,0,1891,2
1614.7065904277963,1686.56319810046,-71.85660767266381,4,1,0,23.0,5.0,8,14,4,1,0,16.0,6.0,8,15,1,3,6,1.6,2.4,0,5,0,1891,2
1385.7197854765118,1318.6551261427917,67.06465933372033,0,0,5,7.0,23.0,2,5,1,0,4,11.0,23.0,1,2,7,1,2,4.9,1.8,0,5,0,1892,1
1321.515107512887,1632.7654004119488,-311.25029289906183,1,1,3,11.0,15.0,1,2,4,1,0,16.0,5.0,8,14,0,0,10,0.6,7.1,0,5,0,1892,0
1382.8598041064165,1637.0513305467296,-254.19152644031328,0,1,4,7.0,21.0,2,5,4,1,0,15.0,4.0,8,15,1,1,8,1.1,3.6,0,5,0,1892,0
1317.2291773781062,1668.5043881163076,-351.2752107382014,1,1,3,10.0,13.0,1,2,3,1,1,12.0,8.0,7,15,0,0,8,1.125,5.875,0,5,0,1892,0
1672.0114405076968,1377.2206543733755,294.790786134321,3,1,1,11.0,9.0,7,15,0,1,4,7.0,18.0,2,4,9,1,0,4.0,0.7,0,5,0,1892,2
1676.6573529472869,1642.69048027977,33.96687266751678,4,0,1,16.0,9.0,7,15,5,0,0,16.0,3.0,8,16,5,3,2,1.9,1.7,0,5,0,1892,0
1659.1522937301036,1313.722124986717,345.4301687433865,5,0,0,16.0,3.0,8,16,0,1,4,5.0,14.0,1,2,10,0,0,6.0,0.6,0,5,0,1893,2
1662.7649032492598,1372.5747419337856,290.19016131547414,5,0,0,16.0,3.0,9,17,0,1,4,6.0,17.0,2,3,9,1,0,3.5,0.6,0,5,0,1893,2
1367.823891560181,1660.1955394969534,-292.37164793677243,0,1,4,5.0,19.0,1,3,3,0,2,13.0,10.0,6,15,0,1,9,0.8,4.1,0,5,0,1893,0
1664.8963933007306,1310.1095154675609,354.7868778331697,3,0,2,19.0,9.0,7,15,0,1,4,5.0,14.0,1,2,9,0,0,5.555555555555555,1.2222222222222223,0,5,0,1893,2
1667.5157536228644,1668.341322278383,-0.8255686555185093,5,0,0,20.0,2.0,9,17,4,0,1,24.0,8.0,7,15,3,3,4,2.0,1.5,0,5,0,1893,2
1363.1230377564038,1306.6645864899083,56.45845126649533,0,1,4,2.0,23.0,0,3,0,1,4,5.0,18.0,1,2,6,2,2,4.3,1.8,0,5,0,1894,2
1294.0808627254985,1682.551396219772,-388.4705334942735,0,0,5,5.0,21.0,1,2,5,0,0,23.0,4.0,9,17,0,0,10,0.7,5.9,0,5,0,1894,1
1375.706761520814,1670.4477486608089,-294.7409871399948,1,0,4,5.0,23.0,1,4,4,1,0,23.0,6.0,9,16,0,1,9,0.6,3.6,0,5,0,1894,0
1653.305679681475,1371.0597233959384,282.245956285537,3,0,2,23.0,11.0,6,14,1,0,4,6.0,26.0,1,4,9,1,0,4.6,0.8,0,5,0,1894,2
1306.1845102844618,1658.2422526707378,-352.057742386276,0,1,4,7.0,21.0,1,2,3,0,2,22.0,12.0,7,14,0,0,10,1.2,5.6,0,5,0,1894,0
1661.7353780057226,1675.0947867856842,-13.35940877996154,4,0,1,23.0,9.0,7,14,4,1,0,24.0,6.0,9,17,3,3,4,1.4,2.3,0,5,0,1894,1
1674.5182988323672,1302.691384949477,371.8269138828903,3,2,0,20.0,7.0,8,16,0,1,4,6.0,20.0,0,1,9,1,0,5.3,0.8,0,5,0,1895,2
1299.534455294094,1366.123150406676,-66.58869511258195,0,1,4,5.0,23.0,0,1,1,0,4,7.0,25.0,1,4,2,1,7,1.8,4.6,0,5,0,1895,1
1677.6752284877502,1363.2829762000254,314.3922522877249,3,2,0,23.0,7.0,8,16,1,1,3,9.0,21.0,1,4,9,1,0,3.7,0.7,0,5,0,1895,1
1374.0630611083016,1662.3118659590396,-288.248804850738,1,2,2,10.0,14.0,1,3,3,1,1,17.0,11.0,6,14,0,1,9,0.9,4.7,0,5,0,1895,1
1652.1075717165622,1302.3746295007445,349.73294221581773,2,2,1,13.0,12.0,6,13,0,2,3,6.0,19.0,0,1,10,0,0,5.3,1.3,0,5,0,1895,2
1666.895143579474,1655.6422136014864,11.252929977987606,2,3,0,19.0,6.0,7,15,3,2,0,14.0,8.0,6,13,4,4,2,2.5,1.5,0,5,0,1895,2
1384.2673553507789,1298.8399876158203,85.42736773495858,0,3,2,8.0,15.0,1,3,0,2,3,6.0,18.0,0,1,6,2,2,4.2,2.0,0,5,0,1896,2
1287.455612460975,1681.4094853485171,-393.9538728875418,0,1,4,5.0,22.0,0,1,3,2,0,20.0,4.0,7,15,0,1,9,0.8,5.8,0,5,0,1896,0
1395.6517305056238,1684.2242871566136,-288.5725566509898,1,3,1,13.0,11.0,2,4,3,2,0,17.0,3.0,7,15,0,1,9,0.7,3.7,0,5,0,1896,0
1641.1278718324434,1390.8635288437565,250.26434298868708,2,2,1,9.0,9.0,5,12,1,3,1,12.0,15.0,2,4,8,2,0,4.1,1.0,0,5,0,1896,2
1284.6408106528788,1646.871271888876,-362.2304612359972,0,1,4,4.0,22.0,0,1,2,2,1,11.0,8.0,6,12,0,0,10,1.2,4.8,0,5,0,1896,1
1635.187681141008,1689.0124888184812,-53.824807677473245,2,2,1,12.0,9.0,5,12,4,1,0,24.0,2.0,7,16,2,3,5,1.4,2.7,0,5,0,1896,2
1671.707098966881,1296.3244014007469,375.3826975661341,3,1,1,16.0,4.0,6,15,0,2,3,7.0,16.0,0,1,9,1,0,5.4,0.7,0,5,0,1897,2
1293.2248248124652,1385.1201287873237,-91.8953039748585,0,1,4,5.0,20.0,0,1,1,2,2,10.0,17.0,2,3,2,2,6,1.9,4.0,0,5,0,1897,2
1366.242690099801,1652.4930709926082,-286.25038089280724,1,1,3,12.0,20.0,2,2,3,1,1,12.0,8.0,5,12,0,2,8,0.9,4.1,0,5,0,1897,1
1642.335308248861,1312.102263499988,330.23304474887345,2,2,1,11.0,9.0,5,11,1,1,3,8.0,20.0,1,2,9,1,0,4.4,1.3,0,5,0,1897,2
1674.8066755551629,1376.4004528435478,298.4062227116149,4,0,1,21.0,3.0,6,15,1,1,3,12.0,20.0,1,2,9,1,0,4.3,0.7,0,5,0,1897,2
1679.371456358,1646.2352558139464,33.13620054405351,4,0,1,22.0,3.0,7,16,3,2,0,16.0,7.0,5,12,5,2,3,2.7,1.5,0,5,0,1897,0
1371.8356720407105,1308.2023159349028,63.63335610580771,0,1,4,6.0,23.0,1,2,1,1,3,8.0,19.0,1,2,5,2,3,3.8,2.3,0,5,0,1898,0
1325.919276799238,1662.9451735143905,-337.02589671515216,2,1,2,9.0,17.0,2,2,3,0,2,21.0,5.0,6,15,0,1,9,0.7,5.3,0,5,0,1898,0
1662.661538657556,1354.1187111763752,308.5428274811809,3,2,0,14.0,8.0,5,12,0,1,4,5.0,15.0,1,2,7,3,0,4.1,1.1,0,5,0,1898,2
1322.1500949213582,1667.0050430717713,-344.85494815041307,2,0,3,8.0,17.0,2,2,4,1,0,16.0,7.0,6,12,0,1,9,1.3,4.5,0,5,0,1898,0
1349.77520676216,1666.71435539227,-316.93914863011014,0,1,4,7.0,16.0,1,2,3,0,2,15.0,6.0,7,15,0,1,9,0.7,4.3,0,5,0,1898,0
1670.6281875325892,1670.881384077842,-0.2531965452528766,4,1,0,17.0,6.0,7,13,4,0,1,17.0,4.0,7,15,3,2,5,1.4,2.6,0,5,0,1898,0
1685.8704527062016,1318.5269504605403,367.3435022456613,4,0,1,14.0,5.0,8,15,2,0,3,8.0,14.0,2,2,9,1,0,5.1,0.8,0,5,0,1899,2
1315.2963724124745,1345.608178076588,-30.311805664113763,1,0,4,6.0,24.0,2,2,0,1,4,4.0,15.0,1,2,3,2,5,2.0,3.7,0,5,0,1899,2
1329.3028224907866,1655.6391189042297,-326.33629641344305,0,0,5,2.0,14.0,1,2,4,0,1,16.0,7.0,6,12,0,3,7,1.2,4.1,0,5,0,1899,0
1689.1010307542676,1325.3261320379083,363.7748987163593,4,0,1,23.0,7.0,8,15,0,0,5,2.0,16.0,0,2,9,1,0,4.1,0.6,0,5,0,1899,2
1659.615809357108,1331.6017279982757,328.0140813588323,4,0,1,17.0,6.0,7,12,2,0,3,6.0,19.0,3,3,9,1,0,3.8,1.1,0,5,0,1899,2
1692.3913055665362,1663.5593017132571,28.832003853279048,5,0,0,26.0,5.0,8,15,4,0,1,24.0,6.0,7,13,5,2,3,2.4,1.5,0,5,0,1899,2
1649.801229826434,1322.0358572256398,327.7653726007941,3,0,2,20.0,6.0,7,12,0,0,5,2.0,19.0,0,2,8,2,0,4.7,1.2,0,5,0,1900,2
1318.0874585946608,1327.6582356421266,-9.570777047465754,0,0,5,2.0,19.0,0,2,1,0,4,6.0,28.0,3,3,4,2,4,2.6,2.1,0,5,0,1900,2
1312.2451364673784,1653.7496284574129,-341.50449199003447,1,0,4,4.0,27.0,3,3,3,0,2,22.0,8.0,7,12,0,1,9,1.2,4.0,0,5,0,1900,0
1308.5601018420534,1706.1493774533594,-397.589275611306,1,0,4,4.0,27.0,3,3,5,0,0,25.0,4.0,8,15,0,1,9,0.9,5.8,0,5,0,1900,0
1333.500557769409,1708.911252457166,-375.4106946877571,1,0,4,4.0,16.0,1,3,5,0,0,24.0,4.0,9,15,0,1,9,0.5,4.1,0,5,0,1900,1
1657.434663082738,1697.0103811449453,-39.57571806220744,4,0,1,24.0,5.0,8,13,4,1,0,22.0,4.0,8,14,2,2,6,1.3,2.4,0,5,0,1900,2
1674.135932517461,1305.7982268382468,368.3377056792142,4,0,1,22.0,6.0,8,13,1,0,4,2.0,16.0,2,3,9,1,0,3.9,1.1,0,5,0,1901,2
1345.4014290816297,1677.350049659233,-331.9486205776034,1,1,3,5.0,16.0,1,2,4,0,1,24.0,5.0,8,13,0,2,8,1.4,4.7,0,5,0,1901,1
1680.3091117102222,1302.5841096964748,377.72500201374737,3,1,1,10.0,6.0,7,14,0,0,5,1.0,27.0,2,3,9,1,0,5.1,0.8,0,5,0,1901,2
1683.371413435926,1356.5348669461762,326.8365464897497,3,1,1,9.0,6.0,8,14,1,2,2,6.0,11.0,1,2,8,2,0,3.9,0.5,0,5,0,1901,2
1299.521807970771,1352.568099569568,-53.04629159879687,0,0,5,0.0,21.0,1,3,1,2,2,6.0,13.0,1,2,4,2,4,2.0,2.5,0,5,0,1901,0
1687.338180812534,1666.2166117946863,21.121569017847605,3,1,1,13.0,5.0,8,15,4,1,0,24.0,4.0,7,13,6,1,3,2.4,1.6,0,5,0,1901,1
1365.2955382640234,1286.7943692763156,78.50116898770784,2,2,1,5.0,8.0,2,3,0,0,5,0.0,20.0,1,3,4,2,4,2.1,1.8,0,5,0,1902,0
1305.1270176587568,1667.1273815123818,-362.000363853625,1,0,4,3.0,17.0,2,4,3,2,0,21.0,4.0,6,13,0,1,9,1.0,4.8,0,5,0,1902,0
1346.9628898815822,1686.4274110948388,-339.4645212132566,1,2,2,3.0,11.0,2,3,2,2,1,13.0,7.0,7,14,0,2,8,0.4,4.1,0,5,0,1902,1
1670.447699916307,1358.2397288790276,312.2079710372798,3,2,0,23.0,5.0,7,13,1,2,2,2.0,10.0,2,3,7,3,0,4.4,1.2,0,5,0,1902,2
1301.8066992548313,1675.1505720973933,-373.343872842562,1,0,4,4.0,20.0,2,4,2,2,1,12.0,6.0,6,14,0,1,9,0.7,4.8,0,5,0,1902,0
1678.2829202702633,1674.7134178033186,3.569502466944641,3,2,0,12.0,2.0,6,14,3,2,0,24.0,5.0,7,14,5,2,3,2.4,1.7,0,5,0,1902,1
1500.0,1500.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,1,0,1902,0
1500.0,1500.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,1,0,1902,2
1678.1288178827338,1298.6743510819613,379.4544668007725,2,3,0,11.0,4.0,5,13,1,0,4,4.0,10.0,1,4,9,1,0,4.7,0.7,0,5,0,1903,2
1681.1638528211513,1353.9740109920162,327.18984182913505,2,3,0,9.0,4.0,5,13,1,1,3,2.0,14.0,2,2,7,3,0,3.9,0.4,0,5,0,1903,2
1350.014239011697,1674.8675201908482,-324.85328117915105,1,1,3,3.0,10.0,2,2,2,3,0,15.0,7.0,6,13,0,3,7,1.2,4.3,0,5,0,1903,0
1678.873751710612,1295.6393161435435,383.2344355670682,3,2,0,15.0,6.0,7,14,1,0,4,4.0,11.0,1,4,9,1,0,5.0,0.9,0,5,0,1903,0
1322.6631271513395,1346.0080074919333,-23.34488034059359,2,0,3,6.0,10.0,2,5,0,1,4,2.0,11.0,2,2,4,2,4,1.4,1.9,0,5,0,1903,2
1685.1236248014704,1651.849940702816,33.273684098654485,3,2,0,9.0,3.0,5,14,3,1,1,13.0,6.0,6,13,4,3,3,2.2,1.8,0,5,0,1903,0
1490.0,1500.0,-10.0,0,0,1,0.0,5.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,1,0,1903,2
1500.28774368332,1510.0,-9.71225631667994,1,0,1,2.0,6.0,1,1,1,0,0,5.0,0.0,1,1,0,0,1,0.0,5.0,0,1,0,1903,2
