date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,elo_home,elo_away,diferencia_elo,resultado,puntos_home,puntos_away,dif_goles_home,dif_goles_away,peso_torneo
1872-11-30,Scotland,England,0.0,0.0,Friendly,Glasgow,Scotland,False,1997.0,2003.0,-6.0,D,1,1,0.0,0.0,1
1873-03-08,England,Scotland,4.0,2.0,Friendly,London,England,False,2014.0,1986.0,28.0,H,3,0,2.0,-2.0,1
1874-03-07,Scotland,England,2.0,1.0,Friendly,Glasgow,Scotland,False,1994.0,2006.0,-12.0,H,3,0,1.0,-1.0,1
1875-03-06,England,Scotland,2.0,2.0,Friendly,London,England,False,2003.0,1997.0,6.0,D,1,1,0.0,0.0,1
1876-03-04,Scotland,England,3.0,0.0,Friendly,Glasgow,Scotland,False,2010.0,1990.0,20.0,H,3,0,3.0,-3.0,1
1876-03-25,Scotland,Wales,4.0,0.0,Friendly,Glasgow,Scotland,False,2011.0,1499.0,512.0,H,3,0,4.0,-4.0,1
1877-03-03,England,Scotland,1.0,3.0,Friendly,London,England,False,1990.0,2011.0,-21.0,A,0,3,-2.0,2.0,1
1877-03-05,Wales,Scotland,0.0,2.0,Friendly,Wrexham,Wales,False,1499.0,2011.0,-512.0,A,0,3,-2.0,2.0,1
1878-03-02,Scotland,England,7.0,2.0,Friendly,Glasgow,Scotland,False,2011.0,1990.0,21.0,H,3,0,5.0,-5.0,1
1878-03-23,Scotland,Wales,9.0,0.0,Friendly,Glasgow,Scotland,False,2011.0,1499.0,512.0,H,3,0,9.0,-9.0,1
1879-01-18,England,Wales,2.0,1.0,Friendly,London,England,False,1990.0,1499.0,491.0,H,3,0,1.0,-1.0,1
1879-04-05,England,Scotland,5.0,4.0,Friendly,London,England,False,1990.0,2011.0,-21.0,H,3,0,1.0,-1.0,1
1879-04-07,Wales,Scotland,0.0,3.0,Friendly,Wrexham,Wales,False,1499.0,2011.0,-512.0,A,0,3,-3.0,3.0,1
1880-03-13,Scotland,England,5.0,4.0,Friendly,Glasgow,Scotland,False,2011.0,1990.0,21.0,H,3,0,1.0,-1.0,1
1880-03-15,Wales,England,2.0,3.0,Friendly,Wrexham,Wales,False,1499.0,1990.0,-491.0,A,0,3,-1.0,1.0,1
1880-03-27,Scotland,Wales,5.0,1.0,Friendly,Glasgow,Scotland,False,2011.0,1499.0,512.0,H,3,0,4.0,-4.0,1
1881-02-26,England,Wales,0.0,1.0,Friendly,Blackburn,England,False,1990.0,1499.0,491.0,A,0,3,-1.0,1.0,1
1881-03-12,England,Scotland,1.0,6.0,Friendly,London,England,False,1990.0,2011.0,-21.0,A,0,3,-5.0,5.0,1
1881-03-14,Wales,Scotland,1.0,5.0,Friendly,Wrexham,Wales,False,1499.0,2011.0,-512.0,A,0,3,-4.0,4.0,1
1882-03-11,Scotland,England,5.0,1.0,Friendly,Glasgow,Scotland,False,2011.0,1990.0,21.0,H,3,0,4.0,-4.0,1
1882-03-13,Wales,England,5.0,3.0,Friendly,Wrexham,Wales,False,1511.0,1990.0,-479.0,H,3,0,2.0,-2.0,1
1882-03-25,Scotland,Wales,5.0,0.0,Friendly,Glasgow,Scotland,False,2011.0,1511.0,500.0,H,3,0,5.0,-5.0,1
1883-02-03,England,Wales,5.0,0.0,Friendly,London,England,False,1990.0,1511.0,479.0,H,3,0,5.0,-5.0,1
1883-03-10,England,Scotland,2.0,3.0,Friendly,Sheffield,England,False,1901.0,2011.0,-110.0,A,0,3,-1.0,1.0,1
1883-03-12,Wales,Scotland,0.0,3.0,Friendly,Wrexham,Wales,False,1511.0,2011.0,-500.0,A,0,3,-3.0,3.0,1
1884-03-15,Scotland,England,1.0,0.0,British Home Championship,Glasgow,Scotland,False,2011.0,1898.0,113.0,H,3,0,1.0,-1.0,5
1884-03-17,Wales,England,0.0,4.0,British Home Championship,Wrexham,Wales,False,1511.0,1898.0,-387.0,A,0,3,-4.0,4.0,5
1884-03-29,Scotland,Wales,4.0,1.0,British Home Championship,Glasgow,Scotland,False,2011.0,1511.0,500.0,H,3,0,3.0,-3.0,5
1885-03-14,England,Wales,1.0,1.0,British Home Championship,Blackburn,England,False,1898.0,1511.0,387.0,D,1,1,0.0,0.0,5
1885-03-21,England,Scotland,1.0,1.0,British Home Championship,London,England,False,1898.0,2011.0,-113.0,D,1,1,0.0,0.0,5
1885-03-23,Wales,Scotland,1.0,8.0,British Home Championship,Wrexham,Wales,False,1511.0,2011.0,-500.0,A,0,3,-7.0,7.0,5
1886-03-27,Scotland,England,1.0,1.0,British Home Championship,Glasgow,Scotland,False,2011.0,1898.0,113.0,D,1,1,0.0,0.0,5
1886-03-29,Wales,England,1.0,3.0,British Home Championship,Wrexham,Wales,False,1566.0,1898.0,-332.0,A,0,3,-2.0,2.0,5
1886-04-10,Scotland,Wales,4.0,1.0,British Home Championship,Glasgow,Scotland,False,2011.0,1566.0,445.0,H,3,0,3.0,-3.0,5
1887-02-26,England,Wales,4.0,0.0,British Home Championship,London,England,False,1925.0,1566.0,359.0,H,3,0,4.0,-4.0,5
1887-03-19,England,Scotland,2.0,3.0,British Home Championship,Blackburn,England,False,1925.0,2083.0,-158.0,A,0,3,-1.0,1.0,5
1887-03-21,Wales,Scotland,0.0,2.0,British Home Championship,Wrexham,Wales,False,1566.0,2083.0,-517.0,A,0,3,-2.0,2.0,5
1888-02-04,England,Wales,5.0,1.0,British Home Championship,Crewe,England,False,1925.0,1566.0,359.0,H,3,0,4.0,-4.0,5
1888-03-10,Scotland,Wales,5.0,1.0,British Home Championship,Edinburgh,Scotland,False,2083.0,1566.0,517.0,H,3,0,4.0,-4.0,5
1888-03-17,Scotland,England,0.0,5.0,British Home Championship,Glasgow,Scotland,False,2083.0,1925.0,158.0,A,0,3,-5.0,5.0,5
1889-02-23,England,Wales,4.0,1.0,British Home Championship,Stoke-on-Trent,England,False,1986.0,1566.0,420.0,H,3,0,3.0,-3.0,5
1889-04-13,England,Scotland,2.0,3.0,British Home Championship,London,England,False,1986.0,2083.0,-97.0,A,0,3,-1.0,1.0,5
1889-04-15,Wales,Scotland,0.0,0.0,British Home Championship,Wrexham,Wales,False,1566.0,2083.0,-517.0,D,1,1,0.0,0.0,5
1890-03-15,Wales,England,1.0,3.0,British Home Championship,Wrexham,Wales,False,1547.0,1986.0,-439.0,A,0,3,-2.0,2.0,5
1890-03-22,Scotland,Wales,5.0,0.0,British Home Championship,Paisley,Scotland,False,2083.0,1547.0,536.0,H,3,0,5.0,-5.0,5
1890-04-05,Scotland,England,1.0,1.0,British Home Championship,Glasgow,Scotland,False,2049.0,1986.0,63.0,D,1,1,0.0,0.0,5
1891-03-07,England,Wales,4.0,1.0,British Home Championship,Sunderland,England,False,1986.0,1547.0,439.0,H,3,0,3.0,-3.0,5
1891-03-21,Wales,Scotland,3.0,4.0,British Home Championship,Wrexham,Wales,False,1547.0,2049.0,-502.0,A,0,3,-1.0,1.0,5
1891-04-04,England,Scotland,2.0,1.0,British Home Championship,Blackburn,England,False,1986.0,2043.0,-57.0,H,3,0,1.0,-1.0,5
1892-03-05,Wales,England,0.0,2.0,British Home Championship,Wrexham,Wales,False,1547.0,1986.0,-439.0,A,0,3,-2.0,2.0,5
1892-03-26,Scotland,Wales,6.0,1.0,British Home Championship,Edinburgh,Scotland,False,2043.0,1547.0,496.0,H,3,0,5.0,-5.0,5
1892-04-02,Scotland,England,1.0,4.0,British Home Championship,Glasgow,Scotland,False,2043.0,1986.0,57.0,A,0,3,-3.0,3.0,5
1893-03-13,England,Wales,6.0,0.0,British Home Championship,Stoke-on-Trent,England,False,1986.0,1547.0,439.0,H,3,0,6.0,-6.0,5
1893-03-18,Wales,Scotland,0.0,8.0,British Home Championship,Wrexham,Wales,False,1547.0,2043.0,-496.0,A,0,3,-8.0,8.0,5
1893-04-01,England,Scotland,5.0,2.0,British Home Championship,Richmond,England,False,1986.0,1991.0,-5.0,H,3,0,3.0,-3.0,5
1894-03-12,Wales,England,1.0,5.0,British Home Championship,Wrexham,Wales,False,1439.0,1986.0,-547.0,A,0,3,-4.0,4.0,5
1894-03-24,Scotland,Wales,5.0,2.0,British Home Championship,Kilmarnock,Scotland,False,1991.0,1439.0,552.0,H,3,0,3.0,-3.0,5
1894-04-07,Scotland,England,2.0,2.0,British Home Championship,Glasgow,Scotland,False,1991.0,1986.0,5.0,D,1,1,0.0,0.0,5
1895-03-18,England,Wales,1.0,1.0,British Home Championship,London,England,False,1986.0,1439.0,547.0,D,1,1,0.0,0.0,5
1895-03-23,Wales,Scotland,2.0,2.0,British Home Championship,Wrexham,Wales,False,1439.0,1991.0,-552.0,D,1,1,0.0,0.0,5
1895-04-06,England,Scotland,3.0,0.0,British Home Championship,Liverpool,England,False,1986.0,1991.0,-5.0,H,3,0,3.0,-3.0,5
1896-03-16,Wales,England,1.0,9.0,British Home Championship,Cardiff,Wales,False,1439.0,2066.0,-627.0,A,0,3,-8.0,8.0,5
1896-03-21,Scotland,Wales,4.0,0.0,British Home Championship,Dundee,Scotland,False,1991.0,1439.0,552.0,H,3,0,4.0,-4.0,5
1896-04-04,Scotland,England,2.0,1.0,British Home Championship,Glasgow,Scotland,False,1991.0,2066.0,-75.0,H,3,0,1.0,-1.0,5
1897-03-20,Wales,Scotland,2.0,2.0,British Home Championship,Wrexham,Wales,False,1439.0,1991.0,-552.0,D,1,1,0.0,0.0,5
1897-03-29,England,Wales,4.0,0.0,British Home Championship,Sheffield,England,False,2050.0,1439.0,611.0,H,3,0,4.0,-4.0,5
1897-04-03,England,Scotland,1.0,2.0,British Home Championship,London,England,False,2050.0,1991.0,59.0,A,0,3,-1.0,1.0,5
1898-03-19,Scotland,Wales,5.0,2.0,British Home Championship,Motherwell,Scotland,False,1991.0,1439.0,552.0,H,3,0,3.0,-3.0,5
1898-03-28,Wales,England,0.0,3.0,British Home Championship,Wrexham,Wales,False,1439.0,2050.0,-611.0,A,0,3,-3.0,3.0,5
1898-04-02,Scotland,England,1.0,3.0,British Home Championship,Glasgow,Scotland,False,1991.0,2050.0,-59.0,A,0,3,-2.0,2.0,5
1899-03-18,Wales,Scotland,0.0,6.0,British Home Championship,Wrexham,Wales,False,1439.0,1991.0,-552.0,A,0,3,-6.0,6.0,5
1899-03-20,England,Wales,4.0,0.0,British Home Championship,Bristol,England,False,2050.0,1439.0,611.0,H,3,0,4.0,-4.0,5
1899-04-08,England,Scotland,2.0,1.0,British Home Championship,Birmingham,England,False,2050.0,1991.0,59.0,H,3,0,1.0,-1.0,5
1900-02-03,Scotland,Wales,5.0,2.0,British Home Championship,Aberdeen,Scotland,False,1991.0,1439.0,552.0,H,3,0,3.0,-3.0,5
1900-03-26,Wales,England,1.0,1.0,British Home Championship,Cardiff,Wales,False,1439.0,2050.0,-611.0,D,1,1,0.0,0.0,5
1900-04-07,Scotland,England,4.0,1.0,British Home Championship,Glasgow,Scotland,False,1991.0,2050.0,-59.0,H,3,0,3.0,-3.0,5
1901-03-02,Wales,Scotland,1.0,1.0,British Home Championship,Wrexham,Wales,False,1439.0,1991.0,-552.0,D,1,1,0.0,0.0,5
1901-03-18,England,Wales,6.0,0.0,British Home Championship,Newcastle,England,False,2050.0,1439.0,611.0,H,3,0,6.0,-6.0,5
1901-03-30,England,Scotland,2.0,2.0,British Home Championship,London,England,False,2050.0,1991.0,59.0,D,1,1,0.0,0.0,5
1902-03-03,Wales,England,0.0,0.0,British Home Championship,Wrexham,Wales,False,1476.0,2050.0,-574.0,D,1,1,0.0,0.0,5
1902-03-15,Scotland,Wales,5.0,1.0,British Home Championship,Greenock,Scotland,False,1991.0,1476.0,515.0,H,3,0,4.0,-4.0,5
1902-05-03,England,Scotland,2.0,2.0,British Home Championship,Birmingham,England,False,2050.0,1991.0,59.0,D,1,1,0.0,0.0,5
1903-03-02,England,Wales,2.0,1.0,British Home Championship,Portsmouth,England,False,2050.0,1476.0,574.0,H,3,0,1.0,-1.0,5
1903-03-09,Wales,Scotland,0.0,1.0,British Home Championship,Cardiff,Wales,False,1476.0,1991.0,-515.0,A,0,3,-1.0,1.0,5
1903-04-04,England,Scotland,1.0,2.0,British Home Championship,Sheffield,England,False,2050.0,1991.0,59.0,A,0,3,-1.0,1.0,5
1904-02-29,Wales,England,2.0,2.0,British Home Championship,Wrexham,Wales,False,1476.0,2050.0,-574.0,D,1,1,0.0,0.0,5
1904-03-12,Scotland,Wales,1.0,1.0,British Home Championship,Dundee,Scotland,False,1991.0,1476.0,515.0,D,1,1,0.0,0.0,5
1904-04-09,Scotland,England,0.0,1.0,British Home Championship,Glasgow,Scotland,False,1991.0,2050.0,-59.0,A,0,3,-1.0,1.0,5
1905-03-06,Wales,Scotland,3.0,1.0,British Home Championship,Wrexham,Wales,False,1476.0,1991.0,-515.0,H,3,0,2.0,-2.0,5
1905-03-27,England,Wales,3.0,1.0,British Home Championship,Liverpool,England,False,2050.0,1476.0,574.0,H,3,0,2.0,-2.0,5
1905-04-01,England,Scotland,1.0,0.0,British Home Championship,London,England,False,2050.0,1991.0,59.0,H,3,0,1.0,-1.0,5
1906-03-03,Scotland,Wales,0.0,2.0,British Home Championship,Edinburgh,Scotland,False,1991.0,1476.0,515.0,A,0,3,-2.0,2.0,5
1906-03-19,Wales,England,0.0,1.0,British Home Championship,Cardiff,Wales,False,1476.0,2050.0,-574.0,A,0,3,-1.0,1.0,5
1906-04-07,Scotland,England,2.0,1.0,British Home Championship,Glasgow,Scotland,False,1991.0,2050.0,-59.0,H,3,0,1.0,-1.0,5
1907-03-04,Wales,Scotland,1.0,0.0,British Home Championship,Wrexham,Wales,False,1476.0,1991.0,-515.0,H,3,0,1.0,-1.0,5
1907-03-18,England,Wales,1.0,1.0,British Home Championship,London,England,False,2050.0,1476.0,574.0,D,1,1,0.0,0.0,5
1907-04-06,England,Scotland,1.0,1.0,British Home Championship,Newcastle,England,False,2050.0,1991.0,59.0,D,1,1,0.0,0.0,5
1908-03-07,Scotland,Wales,2.0,1.0,British Home Championship,Dundee,Scotland,False,1991.0,1476.0,515.0,H,3,0,1.0,-1.0,5
1908-03-16,Wales,England,1.0,7.0,British Home Championship,Wrexham,Wales,False,1476.0,2050.0,-574.0,A,0,3,-6.0,6.0,5
1908-04-04,Scotland,England,1.0,1.0,British Home Championship,Glasgow,Scotland,False,1991.0,2050.0,-59.0,D,1,1,0.0,0.0,5
1909-03-01,Wales,Scotland,3.0,2.0,British Home Championship,Wrexham,Wales,False,1476.0,1991.0,-515.0,H,3,0,1.0,-1.0,5
1909-03-15,England,Wales,2.0,0.0,British Home Championship,Nottingham,England,False,2050.0,1476.0,574.0,H,3,0,2.0,-2.0,5
1909-04-03,England,Scotland,2.0,0.0,British Home Championship,London,England,False,2050.0,1991.0,59.0,H,3,0,2.0,-2.0,5
1910-03-05,Scotland,Wales,1.0,0.0,British Home Championship,Kilmarnock,Scotland,False,1991.0,1476.0,515.0,H,3,0,1.0,-1.0,5
1910-03-14,Wales,England,0.0,1.0,British Home Championship,Cardiff,Wales,False,1476.0,2050.0,-574.0,A,0,3,-1.0,1.0,5
1910-04-02,Scotland,England,2.0,0.0,British Home Championship,Glasgow,Scotland,False,1991.0,2050.0,-59.0,H,3,0,2.0,-2.0,5
1911-03-06,Wales,Scotland,2.0,2.0,British Home Championship,Cardiff,Wales,False,1476.0,1991.0,-515.0,D,1,1,0.0,0.0,5
1911-03-13,England,Wales,3.0,0.0,British Home Championship,London,England,False,2050.0,1476.0,574.0,H,3,0,3.0,-3.0,5
1911-04-01,England,Scotland,1.0,1.0,British Home Championship,Liverpool,England,False,2050.0,1991.0,59.0,D,1,1,0.0,0.0,5
1911-10-29,Uruguay,Argentina,3.0,0.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,H,3,0,3.0,-3.0,5
1911-10-29,Luxembourg,France,1.0,4.0,Friendly,Luxembourg,Luxembourg,False,1288.0,1529.0,-241.0,A,0,3,-3.0,3.0,1
1911-10-29,Germany,Sweden,1.0,3.0,Friendly,Hamburg,Germany,False,1660.0,1691.0,-31.0,A,0,3,-2.0,2.0,1
1911-10-29,Hungary,Switzerland,9.0,0.0,Friendly,Budapest,Hungary,False,1865.0,1543.0,322.0,H,3,0,9.0,-9.0,1
1911-12-17,Germany,Hungary,1.0,4.0,Friendly,Munich,Germany,False,1660.0,1865.0,-205.0,A,0,3,-3.0,3.0,1
1912-02-18,France,Switzerland,4.0,1.0,Friendly,Saint-Ouen,France,False,1529.0,1543.0,-14.0,H,3,0,3.0,-3.0,1
1912-03-02,Scotland,Wales,1.0,0.0,British Home Championship,Edinburgh,Scotland,False,1991.0,1476.0,515.0,H,3,0,1.0,-1.0,5
1912-03-11,Wales,England,0.0,2.0,British Home Championship,Wrexham,Wales,False,1476.0,2050.0,-574.0,A,0,3,-2.0,2.0,5
1912-03-23,Scotland,England,1.0,1.0,British Home Championship,Glasgow,Scotland,False,1991.0,2050.0,-59.0,D,1,1,0.0,0.0,5
1912-04-14,Hungary,Germany,4.0,4.0,Friendly,Budapest,Hungary,False,1865.0,1660.0,205.0,D,1,1,0.0,0.0,1
1912-05-05,Switzerland,Germany,1.0,2.0,Friendly,St. Gallen,Switzerland,False,1543.0,1660.0,-117.0,A,0,3,-1.0,1.0,1
1912-06-20,Sweden,Hungary,2.0,2.0,Friendly,Gothenburg,Sweden,False,1691.0,1865.0,-174.0,D,1,1,0.0,0.0,1
1912-07-03,Hungary,Germany,3.0,1.0,Olympic Games,Stockholm,Sweden,True,1865.0,1660.0,205.0,H,3,0,2.0,-2.0,5
1912-08-15,Uruguay,Argentina,2.0,0.0,Copa Lipton,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,H,3,0,2.0,-2.0,5
1912-08-25,Uruguay,Argentina,3.0,0.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,H,3,0,3.0,-3.0,5
1912-09-22,Argentina,Uruguay,0.0,1.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,1939.0,1922.0,17.0,A,0,3,-1.0,1.0,5
1912-10-06,Argentina,Uruguay,3.0,3.0,Copa Newton,Avellaneda,Argentina,False,1939.0,1922.0,17.0,D,1,1,0.0,0.0,5
1912-12-01,Uruguay,Argentina,1.0,3.0,Friendly,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,A,0,3,-2.0,2.0,1
1913-03-03,Wales,Scotland,0.0,0.0,British Home Championship,Wrexham,Wales,False,1476.0,1991.0,-515.0,D,1,1,0.0,0.0,5
1913-03-09,Switzerland,France,1.0,4.0,Friendly,Geneva,Switzerland,False,1543.0,1529.0,14.0,A,0,3,-3.0,3.0,1
1913-03-17,England,Wales,4.0,3.0,British Home Championship,Bristol,England,False,2050.0,1476.0,574.0,H,3,0,1.0,-1.0,5
1913-04-05,England,Scotland,1.0,0.0,British Home Championship,London,England,False,2050.0,1991.0,59.0,H,3,0,1.0,-1.0,5
1913-04-20,France,Luxembourg,8.0,0.0,Friendly,Saint-Ouen,France,False,1529.0,1288.0,241.0,H,3,0,8.0,-8.0,1
1913-05-18,Germany,Switzerland,1.0,2.0,Friendly,Freiburg,Germany,False,1660.0,1543.0,117.0,A,0,3,-1.0,1.0,1
1913-05-18,Hungary,Sweden,2.0,0.0,Friendly,Budapest,Hungary,False,1865.0,1691.0,174.0,H,3,0,2.0,-2.0,1
1913-06-15,Argentina,Uruguay,1.0,1.0,Friendly,Avellaneda,Argentina,False,1939.0,1922.0,17.0,D,1,1,0.0,0.0,1
1913-07-09,Argentina,Uruguay,2.0,1.0,Friendly,Avellaneda,Argentina,False,1939.0,1922.0,17.0,H,3,0,1.0,-1.0,1
1913-08-15,Argentina,Uruguay,4.0,0.0,Copa Lipton,Avellaneda,Argentina,False,1939.0,1922.0,17.0,H,3,0,4.0,-4.0,5
1913-08-31,Argentina,Uruguay,2.0,0.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,1939.0,1922.0,17.0,H,3,0,2.0,-2.0,5
1913-10-05,Uruguay,Argentina,1.0,0.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,H,3,0,1.0,-1.0,5
1913-10-26,Uruguay,Argentina,1.0,0.0,Copa Newton,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,H,3,0,1.0,-1.0,5
1914-02-08,Luxembourg,France,5.0,4.0,Friendly,Luxembourg,Luxembourg,False,1288.0,1529.0,-241.0,H,3,0,1.0,-1.0,1
1914-02-28,Scotland,Wales,0.0,0.0,British Home Championship,Glasgow,Scotland,False,1991.0,1476.0,515.0,D,1,1,0.0,0.0,5
1914-03-08,France,Switzerland,2.0,2.0,Friendly,Saint-Ouen,France,False,1529.0,1543.0,-14.0,D,1,1,0.0,0.0,1
1914-03-16,Wales,England,0.0,2.0,British Home Championship,Cardiff,Wales,False,1476.0,2050.0,-574.0,A,0,3,-2.0,2.0,5
1914-04-04,Scotland,England,3.0,1.0,British Home Championship,Glasgow,Scotland,False,1991.0,2050.0,-59.0,H,3,0,2.0,-2.0,5
1914-05-31,Hungary,France,5.0,1.0,Friendly,Budapest,Hungary,False,1865.0,1529.0,336.0,H,3,0,4.0,-4.0,1
1914-06-21,Sweden,Hungary,1.0,1.0,Friendly,Solna,Sweden,False,1691.0,1865.0,-174.0,D,1,1,0.0,0.0,1
1914-08-30,Uruguay,Argentina,3.0,2.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,H,3,0,1.0,-1.0,5
1914-09-13,Argentina,Uruguay,2.0,1.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,1939.0,1922.0,17.0,H,3,0,1.0,-1.0,5
1915-07-18,Uruguay,Argentina,2.0,3.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,A,0,3,-1.0,1.0,5
1915-08-15,Argentina,Uruguay,2.0,1.0,Copa Lipton,Buenos Aires,Argentina,False,1939.0,1922.0,17.0,H,3,0,1.0,-1.0,5
1915-09-12,Uruguay,Argentina,2.0,0.0,Copa Newton,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,H,3,0,2.0,-2.0,5
1916-07-17,Argentina,Uruguay,0.0,0.0,Copa América,Avellaneda,Argentina,False,1939.0,1922.0,17.0,D,1,1,0.0,0.0,5
1916-08-15,Argentina,Uruguay,3.0,1.0,Copa Newton,Avellaneda,Argentina,False,1939.0,1922.0,17.0,H,3,0,2.0,-2.0,5
1916-08-15,Uruguay,Argentina,1.0,2.0,Copa Lipton,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,A,0,3,-1.0,1.0,5
1916-10-01,Argentina,Uruguay,7.0,2.0,Friendly,Avellaneda,Argentina,False,1939.0,1922.0,17.0,H,3,0,5.0,-5.0,1
1916-10-01,Uruguay,Argentina,0.0,1.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,A,0,3,-1.0,1.0,5
1916-10-29,Uruguay,Argentina,3.0,1.0,Friendly,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,H,3,0,2.0,-2.0,1
1917-05-10,Japan,Philippines,2.0,15.0,Far Eastern Championship Games,Tokyo,Japan,False,1275.0,1248.0,27.0,A,0,3,-13.0,13.0,5
1917-07-18,Uruguay,Argentina,0.0,2.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,A,0,3,-2.0,2.0,5
1917-08-15,Argentina,Uruguay,1.0,0.0,Copa Lipton,Avellaneda,Argentina,False,1939.0,1922.0,17.0,H,3,0,1.0,-1.0,5
1917-09-02,Uruguay,Argentina,1.0,0.0,Copa Newton,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,H,3,0,1.0,-1.0,5
1917-10-14,Uruguay,Argentina,1.0,0.0,Copa América,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,H,3,0,1.0,-1.0,5
1918-05-12,Hungary,Switzerland,2.0,1.0,Friendly,Budapest,Hungary,False,1865.0,1543.0,322.0,H,3,0,1.0,-1.0,1
1918-07-18,Uruguay,Argentina,1.0,1.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,D,1,1,0.0,0.0,5
1918-07-28,Uruguay,Argentina,3.0,1.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,H,3,0,2.0,-2.0,5
1918-08-15,Argentina,Uruguay,0.0,0.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,1939.0,1922.0,17.0,D,1,1,0.0,0.0,5
1918-08-25,Argentina,Uruguay,2.0,1.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,1939.0,1922.0,17.0,H,3,0,1.0,-1.0,5
1918-09-20,Uruguay,Argentina,1.0,1.0,Copa Lipton,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,D,1,1,0.0,0.0,5
1918-09-29,Argentina,Uruguay,2.0,0.0,Copa Newton,Buenos Aires,Argentina,False,1939.0,1922.0,17.0,H,3,0,2.0,-2.0,5
1919-05-13,Argentina,Uruguay,2.0,3.0,Copa América,Rio de Janeiro,Brazil,True,1939.0,1922.0,17.0,A,0,3,-1.0,1.0,5
1919-07-18,Uruguay,Argentina,4.0,1.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,H,3,0,3.0,-3.0,5
1919-08-24,Uruguay,Argentina,2.0,1.0,Copa Newton,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,H,3,0,1.0,-1.0,5
1919-09-07,Argentina,Uruguay,1.0,2.0,Copa Lipton,Buenos Aires,Argentina,False,1939.0,1922.0,17.0,A,0,3,-1.0,1.0,5
1919-10-19,Argentina,Uruguay,6.0,1.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,1939.0,1922.0,17.0,H,3,0,5.0,-5.0,5
1919-12-07,Uruguay,Argentina,4.0,2.0,Friendly,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,H,3,0,2.0,-2.0,1
1920-02-26,Wales,Scotland,1.0,1.0,British Home Championship,Cardiff,Wales,False,1476.0,1991.0,-515.0,D,1,1,0.0,0.0,5
1920-02-29,Switzerland,France,0.0,2.0,Friendly,Geneva,Switzerland,False,1543.0,1529.0,14.0,A,0,3,-2.0,2.0,1
1920-03-15,England,Wales,1.0,2.0,British Home Championship,London,England,False,2050.0,1476.0,574.0,A,0,3,-1.0,1.0,5
1920-04-10,England,Scotland,5.0,4.0,British Home Championship,Sheffield,England,False,2050.0,1991.0,59.0,H,3,0,1.0,-1.0,5
1920-06-06,Sweden,Switzerland,0.0,1.0,Friendly,Stockholm,Sweden,False,1691.0,1543.0,148.0,A,0,3,-1.0,1.0,1
1920-06-27,Switzerland,Germany,4.0,1.0,Friendly,Zürich,Switzerland,False,1543.0,1660.0,-117.0,H,3,0,3.0,-3.0,1
1920-07-18,Uruguay,Argentina,2.0,0.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,1922.0,1939.0,-17.0,H,3,0,2.0,-2.0,5
1920-07-25,Argentina,Uruguay,1.0,3.0,Copa Newton,Buenos Aires,Argentina,False,1939.0,1922.0,17.0,A,0,3,-2.0,2.0,5
1920-08-08,Argentina,Uruguay,1.0,0.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,1939.0,1922.0,17.0,H,3,0,1.0,-1.0,5
1920-08-28,Czechoslovakia,Yugoslavia,7.0,0.0,Olympic Games,Antwerp,Belgium,True,1891.0,1576.0,315.0,H,3,0,7.0,-7.0,5
1920-08-28,Spain,Denmark,1.0,0.0,Olympic Games,Brussels,Belgium,True,2026.0,1925.0,101.0,H,3,0,1.0,-1.0,5
